code_pays,annee,dep_sante,mort_inf,esp_vie,mort_mat,id_pays,_est_fe,_est_re
SOM,2014,3.0205376,138.60001,54.442001,816,SOM,1,1
SOM,2015,2.9407451,134.3,55.056,784,SOM,1,1
SOM,2016,2.2842648,130.2,55.283001,754,SOM,1,1
SOM,2017,2.443481,156.39999,52.189999,716,SOM,1,1
SOM,2018,2.5087326,136.39999,54.766998,727,SOM,1,1
SOM,2019,2.4061725,118.4,57.249001,656,SOM,1,1
SOM,2020,2.4701052,114.7,57.095001,655,SOM,1,1
SOM,2021,2.7350917,111,55.702999,726,SOM,1,1
SOM,2022,2.8469162,143.10001,53.931,622,SOM,1,1
SSD,2000,,180.10001,47.591,1658,SSD,0,0
SSD,2001,,171.10001,48.549999,1580,SSD,0,0
SSD,2002,,162.2,49.394001,1521,SSD,0,0
SSD,2003,,153.7,52.324001,1199,SSD,0,0
SSD,2004,,145.8,53.051998,1150,SSD,0,0
SSD,2005,,138.39999,53.965,1074,SSD,0,0
SSD,2006,,131.5,54.653,1005,SSD,0,0
SSD,2007,,124.9,55.424999,933,SSD,0,0
SSD,2008,,118.7,56.279999,858,SSD,0,0
SSD,2009,,112.7,56.848,823,SSD,0,0
SSD,2010,,107.2,57.485001,776,SSD,0,0
SSD,2011,,102.3,57.674,770,SSD,0,0
SSD,2012,,98.900002,58.241001,755,SSD,0,0
SSD,2013,,97.199997,58.285,771,SSD,0,0
SSD,2014,,182.60001,45.625,1216,SSD,0,0
SSD,2015,,240.8,39.757,1436,SSD,0,0
SSD,2016,,272.89999,36.720001,1629,SSD,0,0
SSD,2017,22.113224,292,35.351002,1662,SSD,1,1
SSD,2018,11.695394,133.7,51.904999,913,SSD,1,1
SSD,2019,9.0657005,96.699997,58.129002,745,SSD,1,1
SSD,2020,9.3511667,96.699997,57.647999,729,SSD,1,1
SSD,2021,6.3011708,96.699997,57.047001,749,SSD,1,1
SSD,2022,6.5725431,96.699997,57.202999,704,SSD,1,1
STP,2000,9.3189278,82.199997,61.207001,180,STP,1,1
STP,2001,9.6400194,76.699997,61.5,178,STP,1,1
STP,2002,9.4986048,71.099998,61.826,179,STP,1,1
STP,2003,11.465274,65.699997,62.158001,178,STP,1,1
STP,2004,10.721177,60.5,62.560001,177,STP,1,1
STP,2005,10.351997,55.700001,62.433998,181,STP,1,1
STP,2006,7.1055965,51.099998,63.041,177,STP,1,1
STP,2007,7.0060859,46.900002,63.335999,174,STP,1,1
STP,2008,5.9700904,43.099998,63.448002,174,STP,1,1
STP,2009,5.75177,39.5,63.668999,172,STP,1,1
STP,2010,5.808279,36.200001,63.867001,170,STP,1,1
STP,2011,5.6516004,33.200001,64.122002,164,STP,1,1
STP,2012,7.0729966,30.4,64.504997,158,STP,1,1
STP,2013,8.940609,27.9,64.93,150,STP,1,1
STP,2014,7.9145212,25.5,65.477997,138,STP,1,1
STP,2015,6.5322685,23.299999,66.023003,128,STP,1,1
STP,2016,7.6021161,21.299999,66.563004,119,STP,1,1
STP,2017,7.4663138,19.6,67.073997,110,STP,1,1
STP,2018,5.9196029,18.200001,67.601997,100,STP,1,1
STP,2019,5.4807882,17.1,68.042999,95,STP,1,1
STP,2020,7.3204441,16.1,67.978996,92,STP,1,1
STP,2021,7.8588972,15.3,68.026001,98,STP,1,1
STP,2022,5.7744813,14.7,69.237,82,STP,1,1
SWZ,2000,4.6095176,112.5,47.626999,361,SWZ,1,1
SWZ,2001,5.1389537,115.7,46.344002,307,SWZ,1,1
SWZ,2002,5.5229831,117,45.380001,331,SWZ,1,1
SWZ,2003,6.378644,117.9,44.632,392,SWZ,1,1
SWZ,2004,6.8143249,118,43.905998,451,SWZ,1,1
SWZ,2005,7.3762336,117,43.958,529,SWZ,1,1
SWZ,2006,7.8256006,106.4,44.563,511,SWZ,1,1
SWZ,2007,7.9300413,100.3,45.16,647,SWZ,1,1
SWZ,2008,8.8579292,97.900002,45.853001,766,SWZ,1,1
SWZ,2009,8.6329222,92.400002,46.912998,855,SWZ,1,1
SWZ,2010,8.5912571,82.099998,48.331001,752,SWZ,1,1
SWZ,2011,8.4699726,67.599998,49.056999,765,SWZ,1,1
SWZ,2012,7.8204761,62.700001,50.714001,613,SWZ,1,1
SWZ,2013,7.4570341,59.700001,52.110001,491,SWZ,1,1
SWZ,2014,7.2559657,60,53.491001,369,SWZ,1,1
SWZ,2015,7.0585527,57.5,54.941002,283,SWZ,1,1
SWZ,2016,6.8204479,54.400002,56.228001,213,SWZ,1,1
SWZ,2017,6.9810371,53.599998,57.574001,151,SWZ,1,1
SWZ,2018,7.3193774,50.400002,58.707001,133,SWZ,1,1
SWZ,2019,8.4003382,51.5,59.849998,96,SWZ,1,1
SWZ,2020,7.0983777,50.5,59.862,102,SWZ,1,1
SWZ,2021,7.4055214,47.900002,58.228001,219,SWZ,1,1
SWZ,2022,7.2449131,47.299999,63.028,112,SWZ,1,1
SYC,2000,4.6107178,13.8,72.778046,45,SYC,1,1
SYC,2001,4.5476832,13.8,73.253662,43,SYC,1,1
SYC,2002,4.1956286,13.7,71.087807,45,SYC,1,1
SYC,2003,4.8607597,13.8,71.029266,47,SYC,1,1
SYC,2004,4.6662893,13.8,72.660973,52,SYC,1,1
SYC,2005,4.4460654,13.8,72.131706,50,SYC,1,1
SYC,2006,4.3319125,13.8,72.217072,51,SYC,1,1
SYC,2007,3.7931502,13.9,73.143906,52,SYC,1,1
SYC,2008,3.5151868,13.9,73.163414,51,SYC,1,1
SYC,2009,3.4358051,14,73.082924,51,SYC,1,1
SYC,2010,4.4014845,14.1,73.197563,50,SYC,1,1
SYC,2011,4.3553967,14.2,72.724388,50,SYC,1,1
SYC,2012,5.2896843,14.3,74.275612,49,SYC,1,1
SYC,2013,4.1912951,14.4,73.119514,48,SYC,1,1
SYC,2014,4.4360914,14.5,73.229271,46,SYC,1,1
SYC,2015,4.2442865,14.6,74.29512,46,SYC,1,1
SYC,2016,4.7134972,14.7,74.309753,47,SYC,1,1
SYC,2017,4.4766102,14.7,74.300003,47,SYC,1,1
SYC,2018,4.4170604,14.8,72.841461,49,SYC,1,1
SYC,2019,4.2526979,14.8,74.046341,48,SYC,1,1
SYC,2020,5.8370919,14.8,77.236588,51,SYC,1,1
SYC,2021,5.2088151,14.7,73.39756,74,SYC,1,1
SYC,2022,4.399097,14.5,74.509758,89,SYC,1,1
TCD,2000,4.2069755,182.39999,47.937,1208,TCD,1,1
TCD,2001,4.0803933,179,48.306,1204,TCD,1,1
TCD,2002,5.6025119,175.60001,48.360001,1199,TCD,1,1
TCD,2003,4.2469831,172.3,48.609001,1170,TCD,1,1
TCD,2004,4.2398286,168.8,48.687,1167,TCD,1,1
TCD,2005,3.7319691,165.39999,48.860001,1189,TCD,1,1
TCD,2006,3.7341726,161.8,48.747002,1220,TCD,1,1
TCD,2007,3.4719965,158.10001,49.209999,1240,TCD,1,1
TCD,2008,3.1635978,154.3,49.502998,1264,TCD,1,1
TCD,2009,3.3626013,150.5,49.827999,1285,TCD,1,1
TCD,2010,3.08811,146.7,50.106998,1284,TCD,1,1
TCD,2011,2.8558578,142.89999,50.425999,1264,TCD,1,1
TCD,2012,2.6730642,139.3,50.764999,1245,TCD,1,1
TCD,2013,2.9576604,135.8,51.050999,1216,TCD,1,1
TCD,2014,3.2970834,132.3,51.140999,1198,TCD,1,1
TCD,2015,3.4025393,128.7,51.32,1176,TCD,1,1
TCD,2016,3.7084248,125,51.603001,1133,TCD,1,1
TCD,2017,3.5102341,121.4,51.875,1085,TCD,1,1
TCD,2018,3.2893219,117.6,52.446999,1020,TCD,1,1
TCD,2019,3.3847163,114,52.993,958,TCD,1,1
TCD,2020,4.3521509,110.6,53.082001,877,TCD,1,1
TCD,2021,3.9722333,107.3,53.136002,869,TCD,1,1
TCD,2022,4.1582355,103.9,54.528,775,TCD,1,1
TGO,2000,3.33427,119.2,54.587002,496,TGO,1,1
TGO,2001,3.4422195,115.7,54.757,478,TGO,1,1
TGO,2002,3.4450235,112.2,55.043999,447,TGO,1,1
TGO,2003,3.4451392,108.8,55.312,431,TGO,1,1
TGO,2004,3.481319,105.5,55.608002,431,TGO,1,1
TGO,2005,3.9824204,102.4,55.931,434,TGO,1,1
TGO,2006,4.3096781,99.300003,56.153999,453,TGO,1,1
TGO,2007,3.6773443,96.5,56.395,448,TGO,1,1
TGO,2008,3.7407193,93.699997,56.662998,457,TGO,1,1
TGO,2009,3.9272676,90.900002,56.939999,471,TGO,1,1
TGO,2010,4.3328438,88.300003,57.240002,497,TGO,1,1
TGO,2011,4.3892708,85.599998,57.624001,501,TGO,1,1
TGO,2012,4.6436648,82.900002,57.952999,506,TGO,1,1
TGO,2013,4.7867026,80.199997,58.355999,500,TGO,1,1
TGO,2014,4.9047341,77.699997,58.776001,490,TGO,1,1
TGO,2015,6.247385,75.199997,59.23,470,TGO,1,1
TGO,2016,6.5855007,72.800003,59.676998,460,TGO,1,1
TGO,2017,6.5021048,70.400002,60.145,443,TGO,1,1
TGO,2018,6.1607366,68.099998,60.608002,435,TGO,1,1
TGO,2019,5.9126863,66,61.061001,416,TGO,1,1
TGO,2020,6.1892843,63.900002,61.139999,398,TGO,1,1
TGO,2021,5.6165967,62,61.337002,397,TGO,1,1
TGO,2022,6.2409406,60,62.292,362,TGO,1,1
TUN,2000,4.8127193,29.200001,72.603996,56,TUN,1,1
TUN,2001,4.8613276,27.200001,72.821999,55,TUN,1,1
TUN,2002,5.1203642,25.5,73.07,53,TUN,1,1
TUN,2003,5.2088852,24,73.304001,52,TUN,1,1
TUN,2004,5.1989079,22.700001,73.518997,50,TUN,1,1
TUN,2005,5.1455579,21.6,73.711998,49,TUN,1,1
TUN,2006,5.1310992,20.700001,73.888,48,TUN,1,1
TUN,2007,5.1754284,20,74.039001,46,TUN,1,1
TUN,2008,5.1644063,19.4,74.192001,45,TUN,1,1
TUN,2009,5.4059529,19,74.32,44,TUN,1,1
TUN,2010,5.6095076,18.700001,74.438004,44,TUN,1,1
TUN,2011,6.122993,18.5,74.471001,44,TUN,1,1
TUN,2012,6.2898474,18.4,74.598999,43,TUN,1,1
TUN,2013,6.5139499,18.299999,74.674004,43,TUN,1,1
TUN,2014,6.4500608,18.299999,74.783997,42,TUN,1,1
TUN,2015,6.2133994,18.200001,74.875,40,TUN,1,1
TUN,2016,6.2477818,18.1,75.007004,39,TUN,1,1
TUN,2017,6.1855745,17.9,75.177002,38,TUN,1,1
TUN,2018,5.9375186,17.5,75.370003,38,TUN,1,1
TUN,2019,6.0246124,16.9,75.598999,37,TUN,1,1
TUN,2020,7.0561261,16,75.003998,40,TUN,1,1
TUN,2021,7.3418398,15,72.892998,65,TUN,1,1
TUN,2022,7.5127072,13.9,76.050003,38,TUN,1,1
TZA,2000,3.4152994,128,53.243999,568,TZA,1,1
TZA,2001,4.235517,120.3,54.124001,493,TZA,1,1
TZA,2002,4.6890764,112.4,54.939999,454,TZA,1,1
TZA,2003,5.3423147,105,55.929001,397,TZA,1,1
TZA,2004,5.7373414,98.300003,56.835999,365,TZA,1,1
TZA,2005,6.3228254,92.199997,57.674999,350,TZA,1,1
TZA,2006,7.598279,86.699997,58.512001,366,TZA,1,1
TZA,2007,6.8842797,81.300003,59.259998,453,TZA,1,1
TZA,2008,5.5570474,76.599998,59.896,511,TZA,1,1
TZA,2009,5.0630636,72,60.493999,502,TZA,1,1
TZA,2010,5.2239218,68.199997,61.126999,486,TZA,1,1
TZA,2011,5.0559845,64.599998,61.618,475,TZA,1,1
TZA,2012,5.0177937,61.700001,62.285999,448,TZA,1,1
TZA,2013,4.6464338,59,62.787998,479,TZA,1,1
TZA,2014,4.0149207,56.299999,63.363998,454,TZA,1,1
TZA,2015,3.6496994,54.299999,63.928001,433,TZA,1,1
TZA,2016,3.9635034,52,64.403999,396,TZA,1,1
TZA,2017,4.0232573,49.799999,64.962997,345,TZA,1,1
TZA,2018,4.3277583,47.599998,65.487999,319,TZA,1,1
TZA,2019,4.0234776,45.599998,66.007004,292,TZA,1,1
TZA,2020,3.0502868,43.799999,66.771004,160,TZA,1,1
TZA,2021,3.4696333,41.700001,66.130997,162,TZA,1,1
TZA,2022,3.134975,40.099998,66.878998,152,TZA,1,1
UGA,2000,5.0827775,143.89999,49.639999,475,UGA,1,1
UGA,2001,5.052084,137.2,50.576,440,UGA,1,1
UGA,2002,4.771369,129.89999,51.443001,416,UGA,1,1
UGA,2003,4.2991581,122.1,52.414001,395,UGA,1,1
UGA,2004,4.700222,114.2,53.699001,384,UGA,1,1
UGA,2005,5.8051629,106.5,54.925999,417,UGA,1,1
UGA,2006,6.463305,99.199997,56.118,409,UGA,1,1
UGA,2007,6.11309,92.5,57.248001,345,UGA,1,1
UGA,2008,5.4547496,86.400002,58.252998,324,UGA,1,1
UGA,2009,5.7884555,81.199997,59.157001,322,UGA,1,1
UGA,2010,6.8089023,76,59.959,304,UGA,1,1
UGA,2011,6.6959095,70.900002,60.791,295,UGA,1,1
UGA,2012,6.1085396,66.5,61.578999,285,UGA,1,1
UGA,2013,5.7825241,62.799999,62.353001,308,UGA,1,1
UGA,2014,5.3365307,60.200001,63.056999,311,UGA,1,1
UGA,2015,4.9964314,57.900002,63.831001,299,UGA,1,1
UGA,2016,5.015533,55.599998,64.494003,272,UGA,1,1
UGA,2017,3.9985204,54,65.174004,246,UGA,1,1
UGA,2018,4.021534,52.700001,65.775002,232,UGA,1,1
UGA,2019,3.7934136,51.599998,66.353996,219,UGA,1,1
UGA,2020,5.2386551,50.900002,66.410004,209,UGA,1,1
UGA,2021,5.4737492,50.200001,66.449997,216,UGA,1,1
UGA,2022,4.4507113,50,67.675003,184,UGA,1,1
ZAF,2000,7.3366189,71.400002,58.368,175,ZAF,1,1
ZAF,2001,7.1232791,74.5,57.160999,192,ZAF,1,1
ZAF,2002,6.6777449,77,55.580002,225,ZAF,1,1
ZAF,2003,7.0409818,79.199997,54.244999,245,ZAF,1,1
ZAF,2004,6.938416,80.699997,53.963001,259,ZAF,1,1
ZAF,2005,6.8621616,79.800003,53.914001,279,ZAF,1,1
ZAF,2006,6.8765087,76.900002,54.220001,283,ZAF,1,1
ZAF,2007,6.9051085,71.199997,54.948002,272,ZAF,1,1
ZAF,2008,7.1483226,63.700001,55.981998,272,ZAF,1,1
ZAF,2009,7.6494145,56.900002,57.412998,241,ZAF,1,1
ZAF,2010,7.7935824,50.299999,58.886002,226,ZAF,1,1
ZAF,2011,7.944344,45.599998,60.602001,202,ZAF,1,1
ZAF,2012,8.0042887,43.099998,61.737,194,ZAF,1,1
ZAF,2013,8.1032228,41.400002,62.388,180,ZAF,1,1
ZAF,2014,7.8713655,39.700001,63.183998,162,ZAF,1,1
ZAF,2015,8.0530424,38.200001,64.053001,150,ZAF,1,1
ZAF,2016,8.0795937,36.799999,64.749001,141,ZAF,1,1
ZAF,2017,7.9771137,35.700001,65.421997,134,ZAF,1,1
ZAF,2018,8.0819664,34.900002,65.725998,128,ZAF,1,1
ZAF,2019,8.2465286,34.299999,66.070999,119,ZAF,1,1
ZAF,2020,9.0217409,33.900002,65.150002,118,ZAF,1,1
ZAF,2021,8.6645031,34,62.009998,191,ZAF,1,1
ZAF,2022,8.7451229,34.299999,65.454002,129,ZAF,1,1
ZMB,2000,4.1202908,151.8,46.577,340,ZMB,1,1
ZMB,2001,4.7785363,143.2,47.408001,306,ZMB,1,1
ZMB,2002,5.8884521,132.89999,48.460999,274,ZMB,1,1
ZMB,2003,5.9955359,122.1,49.616001,250,ZMB,1,1
ZMB,2004,5.4658751,111.7,50.540001,260,ZMB,1,1
ZMB,2005,6.3308868,102.7,51.615002,264,ZMB,1,1
ZMB,2006,5.5774231,94.800003,52.693001,262,ZMB,1,1
ZMB,2007,4.5599408,89.099998,53.73,324,ZMB,1,1
ZMB,2008,4.4937077,84.199997,54.834999,394,ZMB,1,1
ZMB,2009,5.2256851,78.400002,55.886002,406,ZMB,1,1
ZMB,2010,4.1342688,74.300003,56.896,332,ZMB,1,1
ZMB,2011,3.9591336,71.800003,57.842999,291,ZMB,1,1
ZMB,2012,4.0454173,69.199997,58.703999,256,ZMB,1,1
ZMB,2013,4.5739045,66,59.445,213,ZMB,1,1
ZMB,2014,3.8292422,62.599998,60.109001,174,ZMB,1,1
ZMB,2015,4.4297428,60.200001,60.728001,154,ZMB,1,1
ZMB,2016,4.4692316,57.099998,61.129002,158,ZMB,1,1
ZMB,2017,4.7815623,55.200001,61.563999,141,ZMB,1,1
ZMB,2018,4.7699671,54.700001,62.138,117,ZMB,1,1
ZMB,2019,6.7533026,53.5,62.914001,103,ZMB,1,1
ZMB,2020,6.3067441,52.5,63.361,99,ZMB,1,1
ZMB,2021,6.639514,50.400002,62.362999,140,ZMB,1,1
ZMB,2022,5.2104297,49.5,65.278999,89,ZMB,1,1
ZWE,2000,,99.400002,46.034,405,ZWE,0,0
ZWE,2001,,96.300003,44.525002,467,ZWE,0,0
ZWE,2002,,93.800003,45.938,418,ZWE,0,0
ZWE,2003,,91.900002,45.373001,455,ZWE,0,0
ZWE,2004,,91.199997,46.042999,451,ZWE,0,0
ZWE,2005,,91.599998,46.57,454,ZWE,0,0
ZWE,2006,,87.599998,47.056,480,ZWE,0,0
ZWE,2007,,90.599998,47.576,519,ZWE,0,0
ZWE,2008,,91.099998,48.456001,526,ZWE,0,0
ZWE,2009,,89.800003,49.75,540,ZWE,0,0
ZWE,2010,10.475753,85.199997,51.924999,567,ZWE,1,1
ZWE,2011,8.081707,77.199997,53.910999,564,ZWE,1,1
ZWE,2012,6.9183874,68,55.386002,558,ZWE,1,1
ZWE,2013,7.1102219,62.599998,56.841999,525,ZWE,1,1
ZWE,2014,8.1335125,59.799999,58.105999,468,ZWE,1,1
ZWE,2015,7.4520407,59.200001,58.988998,428,ZWE,1,1
ZWE,2016,7.2584558,57.5,59.759998,411,ZWE,1,1
ZWE,2017,6.174489,56.700001,60.263,389,ZWE,1,1
ZWE,2018,4.6732798,56.299999,60.905998,386,ZWE,1,1
ZWE,2019,3.2326815,58.599998,61.060001,388,ZWE,1,1
ZWE,2020,2.954401,61.700001,61.529999,380,ZWE,1,1
ZWE,2021,2.6711187,62.400002,60.134998,446,ZWE,1,1
ZWE,2022,3.395195,64,62.360001,368,ZWE,1,1
